Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
5/28/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/28/17,Studebakers,STUDEBAKERS,11.94,debit,Restaurants,CREDIT CARD,,
5/27/17,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
5/26/17,Trader Joe's,TRADER JOE'S #170  QPS,14.15,debit,Groceries,CREDIT CARD,,
5/26/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/25/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/24/17,Kaiser Permanente,KAISER PHARM 351,4.59,debit,Health Insurance,CREDIT CARD,,
5/24/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/24/17,Fuel Westborough,FUEL 24:7 AT WESTBOROUGH,51.69,debit,Gas & Fuel,CREDIT CARD,,
5/23/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/23/17,Safeway,SAFEWAY STORE 00028787,42.84,debit,Groceries,CREDIT CARD,,
5/22/17,Breakers Cafe,BREAKERS CAFE,34.36,debit,Food & Dining,CREDIT CARD,,
5/22/17,Peet's Coffee,PEET'S #21402,6.5,debit,Coffee Shops,CREDIT CARD,,
5/22/17,Trader Joe's,TRADER JOE'S #170  QPS,114.99,debit,Groceries,CREDIT CARD,,
5/22/17,7-Eleven,7-ELEVEN 14318,6.34,debit,Fast Food,CREDIT CARD,,
5/21/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/21/17,Safeway,SAFEWAY STORE 00028787,3.49,debit,Groceries,CREDIT CARD,,
5/19/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/19/17,Trader Joe's,TRADER JOE'S #170  QPS,19.93,debit,Groceries,CREDIT CARD,,
5/18/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/17/17,Trader Joe's,TRADER JOE'S #170  QPS,11.26,debit,Groceries,CREDIT CARD,,
5/16/17,KWIK Serv,KWIK SERV WESTBOROUGH,48.88,debit,Groceries,CREDIT CARD,,
5/16/17,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LRGVUFGVO1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
5/15/17,Tasting Room,TAPS REST & TASTING ROOM,49.84,debit,Business Services,CREDIT CARD,,
5/15/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,270.02,credit,Credit Card Payment,CREDIT CARD,,
5/15/17,El Roy Mexican,EL ROY'S MEXICAN GRILL,17.22,debit,Restaurants,CREDIT CARD,,
5/15/17,Trader Joe's,TRADER JOE'S #170  QPS,58.94,debit,Groceries,CREDIT CARD,,
5/15/17,Trader Joe's,TRADER JOE'S #107  QPS,63.45,debit,Groceries,CREDIT CARD,,
5/15/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.59,credit,Income,CHASE COLLEGE,,
5/15/17,ATM Withdrawal,ATM WITHDRAWAL003560  05/13101 WESTE,40,debit,Cash & ATM,CHASE COLLEGE,,
5/15/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,270.02,debit,Credit Card Payment,CHASE COLLEGE,,
5/15/17,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
5/14/17,Trader Joe's,TRADER JOE'S #107  QPS,19.43,debit,Groceries,CREDIT CARD,,
5/14/17,Peet's Coffee,PEET'S #21402,5.75,debit,Coffee Shops,CREDIT CARD,,
5/14/17,Dick's Sporting,DICKS SPORTING GOODS1048,19.47,debit,Sporting Goods,CREDIT CARD,,
5/14/17,Orchard Supply,ORCHARD SUPPLY #550,21.61,debit,Home Improvement,CREDIT CARD,,
5/14/17,Trader Joe's,TRADER JOE'S #107  QPS,14.05,debit,Groceries,CREDIT CARD,,
5/11/17,Kaiser Permanente,KAISER CPP PHARM 256,10,debit,Health Insurance,CREDIT CARD,,
5/11/17,Citi Online Web,CITI CARD ONLINE PAYMENT    122325398461794 WEB ID: CITICTP,46.28,debit,Credit Card Payment,CHASE COLLEGE,,
5/11/17,Transfer to BankAmericard Travel Rewards Visa Signature,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,44.22,debit,Credit Card Payment,CHASE COLLEGE,,
5/10/17,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,44.22,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
5/10/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/10/17,Walgreens,WALGREENS #15397,10.9,debit,Pharmacy,CREDIT CARD,,
5/10/17,Venmo Web Id,VENMO            PAYMENT    513864495       WEB ID: 3264681992,35,debit,Mortgage & Rent,CHASE COLLEGE,,
5/10/17,Online Thank You,"ONLINE PAYMENT, THANK YOU",46.28,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
5/9/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/9/17,Safeway,SAFEWAY STORE 00028787,27.99,debit,Groceries,CREDIT CARD,,
5/9/17,Transfer to Costco Anywhere Visa Card by Citi,CITI CARD ONLINE PAYMENT    122323865648963 WEB ID: CITICTP,1,debit,Credit Card Payment,CHASE COLLEGE,,
5/8/17,Trader Joe's,TRADER JOE'S #170  QPS,69.58,debit,Groceries,CREDIT CARD,,
5/8/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,704.69,debit,Credit Card Payment,CHASE COLLEGE,,
5/8/17,Transfer from CHASE COLLEGE,"ONLINE PAYMENT, THANK YOU",1,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
5/8/17,Costco Gas,COSTCO GAS #0422 SOUTH SAN FRACA,46.28,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
5/7/17,Amazon,Amazon.com,30.43,debit,Shopping,CREDIT CARD,,
5/7/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,704.69,credit,Credit Card Payment,CREDIT CARD,,
5/7/17,Trader Joe's,TRADER JOE'S #170  QPS,40.06,debit,Groceries,CREDIT CARD,,
5/7/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/6/17,iTunes,APL* ITUNES.COM/BILL 866-712-7753 CA,5.99,debit,Entertainment,BankAmericard Travel Rewards Visa Signature,,
5/5/17,Nintendo Digital,NINTENDO OF AMERICA-US,59.99,debit,Entertainment,CREDIT CARD,,
5/5/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/4/17,Uber.com,UBER US MAY03 J23FF HELP.UBER.COMCA,13.23,debit,Rental Car & Taxi,BankAmericard Travel Rewards Visa Signature,,
5/4/17,Royal Auto Repair,ROYAL AUTO REPAIR,276.16,debit,Service & Parts,CREDIT CARD,,
5/4/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/4/17,Venmo,VENMO            PAYMENT    508806987       WEB ID: 3264681992,482,debit,Mortgage & Rent,CHASE COLLEGE,,
5/3/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/3/17,Fuel Westborough,FUEL 24:7 AT WESTBOROUGH,45.1,debit,Gas & Fuel,CREDIT CARD,,
5/3/17,Trader Joe's,TRADER JOE'S #170  QPS,15.56,debit,Groceries,CREDIT CARD,,
5/3/17,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,49.99,debit,Credit Card Payment,CHASE COLLEGE,,
5/2/17,Safeway,SAFEWAY STORE 00028787,27.99,debit,Groceries,CREDIT CARD,,
5/2/17,Amazon,AMAZON MKTPLACE PMTS,45.13,debit,Shopping,CREDIT CARD,,
5/2/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,19.83,debit,Groceries,CREDIT CARD,,
5/2/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
5/2/17,Ba Electronic,BA ELECTRONIC PAYMENT,49.99,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
5/2/17,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
5/1/17,Trader Joe's,TRADER JOE'S #170  QPS,95.69,debit,Groceries,CREDIT CARD,,
5/1/17,Online Transfer Mo,Online Transfer 6188060553 to Mom #####7213 transaction #: 61880,100,debit,Transfer,CHASE COLLEGE,,
5/1/17,Online Transfer Mo,Online Transfer 6188061357 to Mom #####7213 transaction #: 61880,100,debit,Transfer,CHASE COLLEGE,,
5/1/17,Patreon Ca,PAYPAL *PATREON 402-935-7733 CA,1,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
4/30/17,Hog Island Marshall,HOG ISLAND MARSHALL.,96.25,debit,Restaurants,CREDIT CARD,,
4/30/17,Amazon,Amazon.com,21.74,debit,Shopping,CREDIT CARD,,
4/28/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.57,credit,Income,CHASE COLLEGE,,
4/26/17,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
4/26/17,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,19.36,debit,Credit Card Payment,CHASE COLLEGE,,
4/25/17,Chase Ending In,Payment to Chase card ending in3982,369.21,debit,Credit Card Payment,CHASE COLLEGE,,
4/25/17,Ba Electronic,BA ELECTRONIC PAYMENT,19.36,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
4/25/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,369.21,credit,Credit Card Payment,CREDIT CARD,,
4/25/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
4/24/17,Trader Joe's,TRADER JOE'S #170  QPS,85.46,debit,Groceries,CREDIT CARD,,
4/23/17,Nintendo Digital,NINTENDO OF AMERICA-US,19.99,debit,Entertainment,CREDIT CARD,,
4/23/17,Amazon,AMAZON MKTPLACE PMTS,16.3,debit,Shopping,CREDIT CARD,,
4/23/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
4/22/17,Uber.com,UBER US APR21 X6K4V HELP.UBER.COMCA,19.36,debit,Rental Car & Taxi,BankAmericard Travel Rewards Visa Signature,,
4/18/17,Aqus Cafe,AQUS CAFE,11.65,debit,Restaurants,CREDIT CARD,,
4/18/17,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LPRC3A60S1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
4/17/17,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,37.74,debit,Credit Card Payment,CHASE COLLEGE,,
4/17/17,Safeway,SAFEWAY STORE     3011 PETALUMACA           04/15 Purchase $9.1,49.16,debit,Groceries,CHASE COLLEGE,,
4/17/17,Citi Online Web,CITI CARD ONLINE PAYMENT    132303045494730 WEB ID: CITICTP,1,debit,Credit Card Payment,CHASE COLLEGE,,
4/17/17,Trader Joe's,TRADER JOE'S #107  QPS,79.55,debit,Groceries,CREDIT CARD,,
4/17/17,Walt Automotive,WALT`S AUTOMOTIVE,75.81,debit,Auto & Transport,CREDIT CARD,,
4/17/17,Lombardi's Bbq Inc,"LOMBARDI'S BBQ, INC.",23.26,debit,Restaurants,CREDIT CARD,,
4/16/17,Chevron,CHEVRON 0094081,56.94,debit,Gas & Fuel,CREDIT CARD,,
4/14/17,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,37.74,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
4/14/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,709.38,credit,Credit Card Payment,CREDIT CARD,,
4/14/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.59,credit,Income,CHASE COLLEGE,,
4/14/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,709.38,debit,Credit Card Payment,CHASE COLLEGE,,
4/14/17,Online Thank You,"ONLINE PAYMENT, THANK YOU",1,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
4/13/17,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
4/12/17,Amazon,Amazon.com,63.06,debit,Shopping,CREDIT CARD,,
4/10/17,Uber.com,UBER US APR09 K2ZZC HELP.800-5928996 CA,12.74,debit,Rental Car & Taxi,BankAmericard Travel Rewards Visa Signature,,
4/10/17,Econo Gas,ECONO GAS,47.81,debit,Gas & Fuel,CREDIT CARD,,
4/10/17,Amazon,AMAZON MKTPLACE PMTS,16.95,debit,Shopping,CREDIT CARD,,
4/10/17,Ramen Dojo,RAMEN DOJO,44.42,debit,Fast Food,CREDIT CARD,,
4/10/17,Safeway,SAFEWAY STORE 00024562,4.31,debit,Groceries,CREDIT CARD,,
4/9/17,Amazon,Amazon.com,22.47,debit,Shopping,CREDIT CARD,,
4/9/17,Trader Joe's,TRADER JOE'S #170  QPS,118.04,debit,Groceries,CREDIT CARD,,
4/9/17,Nespresso Usa,NESPRESSO USA,50.5,debit,Groceries,CREDIT CARD,,
4/8/17,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
4/7/17,Potrero,76 - POTRERO 76,56.15,debit,Gas & Fuel,CREDIT CARD,,
4/5/17,Amazon,AMAZON MKTPLACE PMTS,17.85,debit,Shopping,CREDIT CARD,,
4/4/17,Cash Redemption,Cash Redemption,176.29,credit,Income,CHASE COLLEGE,,
4/4/17,Citi Online Web,CITI CARD ONLINE PAYMENT    112292822301035 WEB ID: CITICTP,8.99,debit,Credit Card Payment,CHASE COLLEGE,,
4/4/17,Amazon,Amazon Digital Svcs,59.99,debit,Shopping,CREDIT CARD,,
4/4/17,Safeway,SAFEWAY STORE 00028787,20.36,debit,Groceries,CREDIT CARD,,
4/3/17,Rotten Robbie,ROTTEN ROBBIE #65,48.01,debit,Gas & Fuel,CREDIT CARD,,
4/3/17,Orchard Supply,ORCHARD SUPPLY #210,18.47,debit,Home Improvement,CREDIT CARD,,
4/3/17,Trader Joe's,TRADER JOE'S #170  QPS,84.47,debit,Groceries,CREDIT CARD,,
4/3/17,Sams Chowder House,SAM'S CHOWDER HOUS,36.52,debit,Restaurants,CREDIT CARD,,
4/3/17,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,79.98,debit,Credit Card Payment,CHASE COLLEGE,,
4/2/17,Online Thank You,"ONLINE PAYMENT, THANK YOU",8.99,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
4/1/17,Patreon Ca,PAYPAL *PATREON 402-935-7733 CA,1,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
3/31/17,ACS Education Services,ACS Express Pay  ECHECK PAY 703206085813770 WEB ID: 9525011122,666.77,debit,Student Loan,CHASE COLLEGE,,
3/31/17,Venmo,VENMO            PAYMENT    472217121       WEB ID: 3264681992,472,debit,Mortgage & Rent,CHASE COLLEGE,,
3/31/17,Ba Electronic,BA ELECTRONIC PAYMENT,79.98,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
3/31/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,1076.84,credit,Credit Card Payment,CREDIT CARD,,
3/31/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.57,credit,Income,CHASE COLLEGE,,
3/31/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,1076.84,debit,Credit Card Payment,CHASE COLLEGE,,
3/30/17,Amazon,AmazonPrime Membership amzn.com/prmeWA,106.92,credit,Shopping,Costco Anywhere Visa Card by Citi,,
3/28/17,Peet's Coffee,PEET'S #21402,3.65,debit,Coffee Shops,CREDIT CARD,,
3/28/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,10.17,debit,Groceries,CREDIT CARD,,
3/28/17,Safeway,SAFEWAY STORE 00028787,19.65,debit,Groceries,CREDIT CARD,,
3/27/17,Amazon,AMAZON MKTPLACE PMTS,11.95,debit,Shopping,CREDIT CARD,,
3/27/17,Trader Joe's,TRADER JOE'S #170  QPS,105.53,debit,Groceries,CREDIT CARD,,
3/27/17,Orchard Supply,ORCHARD SUPPLY #210,11.94,debit,Home Improvement,CREDIT CARD,,
3/27/17,Arco,ARCO PAYPOINT SOUTH SAN FRA CA03/26,50.6,debit,Gas & Fuel,CHASE COLLEGE,,
3/27/17,ATM Withdrawal,ATM WITHDRAWAL003463  03/25101 WESTE,80,debit,Cash & ATM,CHASE COLLEGE,,
3/27/17,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
3/27/17,iTunes,APL* ITUNES.COM/BILL 866-712-7753 CA,4.99,debit,Entertainment,BankAmericard Travel Rewards Visa Signature,,
3/26/17,Taqueria San Bruno,TAQUERIA SAN BRUNO,19.58,debit,Restaurants,CREDIT CARD,,
3/26/17,Amazon,Amazon.com,326.24,debit,Shopping,CREDIT CARD,,
3/26/17,Amazon,Amazon.com,32.61,debit,Shopping,CREDIT CARD,,
3/26/17,Target,TARGET        00026013,53.74,debit,Shopping,CREDIT CARD,,
3/26/17,Target,TARGET        00026013,64.79,debit,Shopping,CREDIT CARD,,
3/26/17,Amazon,AMAZON MKTPLACE PMTS,27.97,debit,Shopping,CREDIT CARD,,
3/24/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/23/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/23/17,Flyers,FLYERS  219 *,44.17,debit,Gas & Fuel,CREDIT CARD,,
3/23/17,Amazon,AmazonPrime Membership amzn.com/prmeWA,106.92,debit,Shopping,Costco Anywhere Visa Card by Citi,,
3/22/17,Amazon,AMAZON MKTPLACE PMTS,9.95,debit,Shopping,CREDIT CARD,,
3/22/17,Canteen Vending Machine,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/21/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,5.92,debit,Groceries,CREDIT CARD,,
3/20/17,Trader Joe's,TRADER JOE'S #170  QPS,86.7,debit,Groceries,CREDIT CARD,,
3/20/17,Safeway,SAFEWAY STORE 00028787,21.71,debit,Groceries,CREDIT CARD,,
3/19/17,Nor-Cal Surf Shop,NOR CAL SURF SHOP,45.57,debit,Sporting Goods,CREDIT CARD,,
3/19/17,Napoli's,DI NAPOLI'S PIZZERIA &,25.08,debit,Restaurants,CREDIT CARD,,
3/19/17,Trader Joe's,TRADER JOE'S #170  QPS,86.81,debit,Groceries,CREDIT CARD,,
3/17/17,Trader Joe's,TRADER JOE'S #187  QPS,10.91,debit,Groceries,CREDIT CARD,,
3/17/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,5.5,debit,Groceries,CREDIT CARD,,
3/17/17,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
3/16/17,Chevron,CHEVRON 0094081,45.7,debit,Gas & Fuel,CREDIT CARD,,
3/16/17,ACS Education Services,ACS Express Pay  ECHECK PAY 703206085813770 WEB ID: 9525011122,90,debit,Student Loan,CHASE COLLEGE,,
3/16/17,ACS Education Services,ACS Express Pay  ECHECK PAY 703006085813770 WEB ID: 9525011122,326.65,debit,Student Loan,CHASE COLLEGE,,
3/15/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/15/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,574.37,credit,Credit Card Payment,CREDIT CARD,,
3/15/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.58,credit,Income,CHASE COLLEGE,,
3/15/17,ATM Withdrawal,ATM WITHDRAWAL001655  03/15101 WESTE,40,debit,Personal Care,CHASE COLLEGE,,
3/15/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,574.37,debit,Credit Card Payment,CHASE COLLEGE,,
3/14/17,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA,7.99,debit,Shopping,Costco Anywhere Visa Card by Citi,,
3/14/17,Safeway,SAFEWAY STORE 00028787,16.5,debit,Groceries,CREDIT CARD,,
3/14/17,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LNODERIBM1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
3/14/17,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
3/13/17,Rotten Robbie,ROTTEN ROBBIE #65,1.49,debit,Gas & Fuel,CREDIT CARD,,
3/13/17,Safeway,SAFEWAY STORE 00030114,30.25,debit,Groceries,CREDIT CARD,,
3/13/17,Trader Joe's,TRADER JOE'S #170  QPS,86.59,debit,Groceries,CREDIT CARD,,
3/13/17,Rotten Robbie,ROTTEN ROBBIE #65,41.75,debit,Gas & Fuel,CREDIT CARD,,
3/13/17,ATM Withdrawal,ATM WITHDRAWAL000878  03/11101 WESTE,40,debit,Personal Care,CHASE COLLEGE,,
3/13/17,Venmo,VENMO            PAYMENT    446244813       WEB ID: 3264681992,17,debit,Mortgage & Rent,CHASE COLLEGE,,
3/12/17,Acre Coffee,SQ *ACRE COFFEE,4.75,debit,Coffee Shops,CREDIT CARD,,
3/10/17,Flyers,FLYERS  219 *,54.22,debit,Gas & Fuel,CREDIT CARD,,
3/10/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/9/17,College Transcript,COLLEGE TRANSCRIPT,7.25,debit,Tuition,CREDIT CARD,,
3/8/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/8/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/7/17,Amazon,Amazon Digital Svcs,59.99,debit,Shopping,CREDIT CARD,,
3/7/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/7/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,3.55,debit,Groceries,CREDIT CARD,,
3/7/17,Transfer to CHASE COLLEGE,OSU ADMISSIONS,60,debit,Transfer,CREDIT CARD,,
3/6/17,ATM Withdrawal,ATM WITHDRAWAL001544  03/042248 WEST,40,debit,Personal Care,CHASE COLLEGE,,
3/6/17,ATM Withdrawal,ATM WITHDRAWAL001544  03/042248 WEST,60,debit,Transfer,CHASE COLLEGE,,
3/6/17,Trader Joe's,TRADER JOE'S #170  QPS,110.86,debit,Groceries,CREDIT CARD,,
3/6/17,Transfer from CREDIT CARD,ATM CASH DEPOSIT 03/04 2248 WESTBOROUGH BLVD SAN FRANCISCO CA,60,credit,Transfer,CHASE COLLEGE,,
3/6/17,Online Transfer Mo,Online Transfer 6057628034 to Mom #####7213 transaction #: 60576,100,debit,Auto Insurance,CHASE COLLEGE,,
3/6/17,Venmo,VENMO            PAYMENT    438850837       WEB ID: 3264681992,22,debit,Mortgage & Rent,CHASE COLLEGE,,
3/5/17,Philz Coffee,SQ *PHILZ COFFEE,8,debit,Coffee Shops,CREDIT CARD,,
3/3/17,Flyers,FLYERS  219 *,42.65,debit,Gas & Fuel,CREDIT CARD,,
3/2/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
3/2/17,Amazon,Amazon.com,25,debit,Shopping,CREDIT CARD,,
3/2/17,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,49.99,debit,Credit Card Payment,CHASE COLLEGE,,
3/1/17,Ba Electronic,BA ELECTRONIC PAYMENT,49.99,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
3/1/17,Patreon Ca,PAYPAL *PATREON 402-935-7733 CA,1,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
3/1/17,Annual Membership Fee,MEMBERSHIP FEE MAR 17-FEB 18,0,credit,Service Fee,Costco Anywhere Visa Card by Citi,,
2/28/17,Venmo,VENMO            PAYMENT    435367809       WEB ID: 3264681992,516,debit,Mortgage & Rent,CHASE COLLEGE,,
2/28/17,Trader Joe's,TRADER JOE'S #187  QPS,4.28,debit,Groceries,CREDIT CARD,,
2/28/17,Costco,COSTCO.COM  *ONLINE,15.99,debit,Groceries,CREDIT CARD,,
2/28/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,720.08,credit,Credit Card Payment,CREDIT CARD,,
2/28/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.59,credit,Income,CHASE COLLEGE,,
2/28/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,720.08,debit,Credit Card Payment,CHASE COLLEGE,,
2/27/17,Trader Joe's,TRADER JOE'S #170  QPS,6.77,debit,Groceries,CREDIT CARD,,
2/27/17,Young Cafe,DE YOUNG CAFE,14.39,debit,Restaurants,CREDIT CARD,,
2/27/17,Izakaya Sozai,IZAKAYA SOZAI,73.56,debit,Restaurants,CREDIT CARD,,
2/27/17,Trader Joe's,TRADER JOE'S #170  QPS,98.01,debit,Groceries,CREDIT CARD,,
2/27/17,Citi Online Web,CITI CARD ONLINE PAYMENT    112260615458797 WEB ID: CITICTP,20.71,debit,Credit Card Payment,CHASE COLLEGE,,
2/27/17,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,25,debit,Credit Card Payment,CHASE COLLEGE,,
2/27/17,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
2/26/17,Trader Joe's,TRADER JOE'S #236  QPS,30.43,debit,Groceries,CREDIT CARD,,
2/26/17,Hollow,SQ *HOLLOW,5.25,debit,Business Services,CREDIT CARD,,
2/26/17,Acmetec Deyounglegion,ACMETec*deYoungLegion,21,debit,Uncategorized,CREDIT CARD,,
2/24/17,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,25,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
2/24/17,Airport Blvd Gas,AIRPORT BLVD GAS,56.46,debit,Gas & Fuel,CREDIT CARD,,
2/24/17,Online Thank You,"ONLINE PAYMENT, THANK YOU",20.71,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
2/23/17,Playstation Network,PLAYSTATION NETWORK 800-345-7669 CA,7.99,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
